,length,0 kPa,10 kPa,20 kPa,30 kPa,40 kPa,50 kPa,dV/dL
0,128.6954664439883,0.0,24.584614151324438,49.169228302648875,73.75384245397332,98.33845660529775,122.9230707566222,0.002458461415132444
1,128.60108543680295,0.0,24.569590599701893,49.13918119940379,73.70877179910568,98.27836239880757,122.84795299850947,0.0024569590599701893
2,128.50660629813189,0.0,24.55459569449076,49.10919138898152,73.66378708347229,98.21838277796304,122.7729784724538,0.002455459569449076
3,128.41202910006928,0.0,24.53962935507322,49.07925871014644,73.61888806521965,98.15851742029288,122.6981467753661,0.002453962935507322
4,128.31735391478392,0.0,24.524691501256502,49.049383002513004,73.57407450376951,98.09876600502601,122.62345750628252,0.0024524691501256503
5,128.2225808145196,0.0,24.50978205327018,49.01956410654036,73.52934615981053,98.03912821308072,122.54891026635089,0.002450978205327018
6,128.12770987159473,0.0,24.49490093176355,48.9898018635271,73.48470279529064,97.9796037270542,122.47450465881775,0.002449490093176355
7,128.0327411584023,0.0,24.480048057802982,48.960096115605964,73.44014417340895,97.92019223121193,122.40024028901492,0.002448004805780298
8,127.93767474741003,0.0,24.465223352869344,48.93044670573869,73.39567005860805,97.86089341147738,122.32611676434674,0.0024465223352869345
9,127.84251071116014,0.0,24.450426738855366,48.90085347771073,73.35128021656611,97.80170695542147,122.25213369427685,0.002445042673885537
10,127.74724912226934,0.0,24.43565813806313,48.87131627612626,73.3069744141894,97.74263255225252,122.17829069031566,0.002443565813806313
11,127.65189005342873,0.0,24.420917473201467,48.84183494640293,73.2627524196044,97.68366989280587,122.10458736600734,0.0024420917473201467
12,127.55643357740392,0.0,24.406204667383452,48.812409334766905,73.21861400215036,97.62481866953381,122.03102333691726,0.002440620466738345
13,127.4608797670348,0.0,24.391519644123907,48.783039288247814,73.17455893237172,97.56607857649563,121.95759822061954,0.0024391519644123907
14,127.36522869523542,0.0,24.376862327336866,48.75372465467373,73.1305869820106,97.50744930934746,121.88431163668433,0.0024376862327336866
15,127.26948043499411,0.0,24.362232641333144,48.72446528266629,73.08669792399942,97.44893056533257,121.81116320666571,0.002436223264133314
16,127.17363505937351,0.0,24.34763051081783,48.69526102163566,73.04289153245348,97.39052204327132,121.73815255408914,0.002434763051081783
17,127.0776926415102,0.0,24.333055860887907,48.66611172177581,72.99916758266373,97.33222344355163,121.66527930443954,0.002433305586088791
18,126.98165325461483,0.0,24.318508617029792,48.637017234059584,72.95552585108938,97.27403446811917,121.59254308514896,0.002431850861702979
19,126.88551697197204,0.0,24.303988705116932,48.607977410233865,72.9119661153508,97.21595482046773,121.51994352558467,0.002430398870511693
20,126.7892838669405,0.0,24.28949605140745,48.5789921028149,72.86848815422235,97.1579842056298,121.44748025703724,0.002428949605140745
21,126.69295401295261,0.0,24.275030582541714,48.55006116508343,72.82509174762514,97.10012233016685,121.37515291270856,0.002427503058254171
22,126.59652748351482,0.0,24.260592225540066,48.52118445108013,72.78177667662021,97.04236890216026,121.30296112770034,0.002426059222554007
23,126.5000043522071,0.0,24.246180907800444,48.49236181560089,72.73854272340132,96.98472363120177,121.23090453900222,0.0024246180907800444
24,126.40338469268328,0.0,24.231796557096054,48.46359311419211,72.69538967128815,96.92718622838422,121.15898278548026,0.0024231796557096052
25,126.3066685786708,0.0,24.217439101573085,48.43487820314617,72.65231730471925,96.86975640629234,121.08719550786543,0.0024217439101573085
26,126.2098560839707,0.0,24.203108469748457,48.406216939496915,72.60932540924536,96.81243387899383,121.01554234874227,0.0024203108469748455
27,126.1129472824577,0.0,24.18880459050748,48.37760918101496,72.56641377152245,96.75521836202992,120.94402295253741,0.002418880459050748
28,126.01594224807971,0.0,24.17452739310169,48.34905478620338,72.52358217930508,96.69810957240676,120.87263696550845,0.002417452739310169
29,125.91884105485843,0.0,24.160276807146555,48.32055361429311,72.48083042143968,96.64110722858622,120.8013840357328,0.002416027680714656
30,125.82164377688865,0.0,24.146052762619274,48.29210552523855,72.43815828785782,96.5842110504771,120.73026381309637,0.0024146052762619276
31,125.7243504883386,0.0,24.13185518985658,48.26371037971316,72.39556556956974,96.52742075942632,120.6592759492829,0.0024131855189856583
32,125.62696126344974,0.0,24.11768401955256,48.23536803910512,72.35305205865767,96.47073607821024,120.58842009776279,0.002411768401955256
33,125.52947617653682,0.0,24.103539182756457,48.20707836551291,72.31061754826938,96.41415673102583,120.5176959137823,0.002410353918275646
34,125.43189530198765,0.0,24.089420610870558,48.178841221741116,72.26826183261167,96.35768244348223,120.4471030543528,0.002408942061087056
35,125.33421871426312,0.0,24.075328235648016,48.15065647129603,72.22598470694405,96.30131294259206,120.37664117824008,0.0024075328235648014
36,125.23644648789723,0.0,24.061261989190747,48.122523978381494,72.18378596757225,96.24504795676299,120.30630994595374,0.002406126198919075
